id,merchant_name,merchant_gstin,invoice_no,date,category,total_amount,gst_rate,gst_amount,cgst,sgst,igst,itc_eligible
574,Google Ads India,,EXP-574,2025-08-18T11:29:30.171307,Marketing,4271.32,0.0,0.0,0.0,0.0,0.0,False
575,Local Handyman Services,,EXP-575,2025-08-21T09:56:30.171307,Repairs & Maintenance,565.82,0.0,0.0,0.0,0.0,0.0,False
576,Printech Solutions,,EXP-576,2025-08-22T10:57:30.171307,Printing & Stationery,553.61,0.0,0.0,0.0,0.0,0.0,False
577,Local Handyman Services,,EXP-577,2025-08-27T10:32:30.171307,Repairs & Maintenance,1307.49,0.0,0.0,0.0,0.0,0.0,False
578,Local Carton Wholesalers,,EXP-578,2025-08-28T11:57:30.171307,Packaging Material,1390.73,0.0,0.0,0.0,0.0,0.0,False
579,HDFC Bank Corp,,EXP-579,2025-08-29T18:33:30.171307,Banking Charges,409.18,0.0,0.0,0.0,0.0,0.0,False
580,City Logistics,,EXP-580,2025-08-31T16:48:30.171307,Transportation & Fuel,743.77,0.0,0.0,0.0,0.0,0.0,False
581,Prime Properties Ltd,,RENT-9-2025,2025-09-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
582,Store Employees Salaries,,SAL-9-2025,2025-09-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
583,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-9-2025,2025-09-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
584,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-9-2025,2025-09-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
585,HDFC Bank Corp,,EXP-585,2025-09-01T18:35:30.171307,Banking Charges,434.92,0.0,0.0,0.0,0.0,0.0,False
586,Local Handyman Services,,EXP-586,2025-09-02T15:11:30.171307,Repairs & Maintenance,1173.88,0.0,0.0,0.0,0.0,0.0,False
587,Local Carton Wholesalers,,EXP-587,2025-09-03T16:50:30.171307,Packaging Material,1271.04,0.0,0.0,0.0,0.0,0.0,False
588,City Logistics,,EXP-588,2025-09-05T16:32:30.171307,Transportation & Fuel,1608.74,0.0,0.0,0.0,0.0,0.0,False
589,City Logistics,,EXP-589,2025-09-09T10:38:30.171307,Transportation & Fuel,862.0,0.0,0.0,0.0,0.0,0.0,False
590,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-9-2025,2025-09-10T14:00:00.171307,Electricity Bill,6149.77,18.0,938.1,469.05,469.05,0.0,True
591,City Logistics,,EXP-591,2025-09-11T12:28:30.171307,Transportation & Fuel,1634.44,0.0,0.0,0.0,0.0,0.0,False
592,HDFC Bank Corp,,EXP-592,2025-09-13T13:46:30.171307,Banking Charges,278.13,0.0,0.0,0.0,0.0,0.0,False
593,HDFC Bank Corp,,EXP-593,2025-09-19T18:24:30.171307,Banking Charges,360.7,0.0,0.0,0.0,0.0,0.0,False
594,Printech Solutions,,EXP-594,2025-09-20T16:54:30.171307,Printing & Stationery,386.72,0.0,0.0,0.0,0.0,0.0,False
595,Printech Solutions,,EXP-595,2025-09-22T10:37:30.171307,Printing & Stationery,244.79,0.0,0.0,0.0,0.0,0.0,False
596,Google Ads India,,EXP-596,2025-09-25T18:32:30.171307,Marketing,3328.0,0.0,0.0,0.0,0.0,0.0,False
597,Printech Solutions,,EXP-597,2025-09-26T12:07:30.171307,Printing & Stationery,777.77,0.0,0.0,0.0,0.0,0.0,False
598,Speedy Delivery Partners,,EXP-598,2025-09-27T17:38:30.171307,Delivery Charges,858.61,0.0,0.0,0.0,0.0,0.0,False
599,Local Handyman Services,,EXP-599,2025-09-28T13:12:30.171307,Repairs & Maintenance,611.25,0.0,0.0,0.0,0.0,0.0,False
600,Prime Properties Ltd,,RENT-10-2025,2025-10-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
601,Store Employees Salaries,,SAL-10-2025,2025-10-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
602,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-10-2025,2025-10-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
603,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-10-2025,2025-10-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
604,Speedy Delivery Partners,,EXP-604,2025-10-01T18:29:30.171307,Delivery Charges,735.17,0.0,0.0,0.0,0.0,0.0,False
605,Speedy Delivery Partners,,EXP-605,2025-10-02T10:55:30.171307,Delivery Charges,862.45,0.0,0.0,0.0,0.0,0.0,False
606,Local Carton Wholesalers,,EXP-606,2025-10-04T09:05:30.171307,Packaging Material,1005.27,0.0,0.0,0.0,0.0,0.0,False
607,Google Ads India,,EXP-607,2025-10-05T12:00:30.171307,Marketing,1885.72,0.0,0.0,0.0,0.0,0.0,False
608,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-10-2025,2025-10-10T14:00:00.171307,Electricity Bill,6370.26,18.0,971.73,485.87,485.87,0.0,True
609,City Logistics,,EXP-609,2025-10-10T18:08:30.171307,Transportation & Fuel,1141.77,0.0,0.0,0.0,0.0,0.0,False
610,Printech Solutions,,EXP-610,2025-10-13T10:29:30.171307,Printing & Stationery,604.92,0.0,0.0,0.0,0.0,0.0,False
611,Local Handyman Services,,EXP-611,2025-10-14T18:34:30.171307,Repairs & Maintenance,950.98,0.0,0.0,0.0,0.0,0.0,False
612,Local Carton Wholesalers,,EXP-612,2025-10-15T10:12:30.171307,Packaging Material,1116.37,0.0,0.0,0.0,0.0,0.0,False
613,HDFC Bank Corp,,EXP-613,2025-10-17T18:09:30.171307,Banking Charges,167.06,0.0,0.0,0.0,0.0,0.0,False
614,City Logistics,,EXP-614,2025-10-19T17:46:30.171307,Transportation & Fuel,1141.29,0.0,0.0,0.0,0.0,0.0,False
615,Printech Solutions,,EXP-615,2025-10-21T16:23:30.171307,Printing & Stationery,792.64,0.0,0.0,0.0,0.0,0.0,False
616,Speedy Delivery Partners,,EXP-616,2025-10-22T15:14:30.171307,Delivery Charges,1005.68,0.0,0.0,0.0,0.0,0.0,False
617,Speedy Delivery Partners,,EXP-617,2025-10-25T13:18:30.171307,Delivery Charges,703.43,0.0,0.0,0.0,0.0,0.0,False
618,City Logistics,,EXP-618,2025-10-26T11:05:30.171307,Transportation & Fuel,1336.82,0.0,0.0,0.0,0.0,0.0,False
619,Local Handyman Services,,EXP-619,2025-10-30T16:57:30.171307,Repairs & Maintenance,1290.82,0.0,0.0,0.0,0.0,0.0,False
620,City Logistics,,EXP-620,2025-10-31T12:28:30.171307,Transportation & Fuel,1674.75,0.0,0.0,0.0,0.0,0.0,False
621,Prime Properties Ltd,,RENT-11-2025,2025-11-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
622,Store Employees Salaries,,SAL-11-2025,2025-11-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
623,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-11-2025,2025-11-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
624,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-11-2025,2025-11-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
625,Local Handyman Services,,EXP-625,2025-11-03T11:54:30.171307,Repairs & Maintenance,1372.92,0.0,0.0,0.0,0.0,0.0,False
626,Local Carton Wholesalers,,EXP-626,2025-11-04T10:33:30.171307,Packaging Material,1352.03,0.0,0.0,0.0,0.0,0.0,False
627,City Logistics,,EXP-627,2025-11-08T16:59:30.171307,Transportation & Fuel,1247.9,0.0,0.0,0.0,0.0,0.0,False
628,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-11-2025,2025-11-10T14:00:00.171307,Electricity Bill,9005.86,18.0,1373.78,686.89,686.89,0.0,True
629,Local Carton Wholesalers,,EXP-629,2025-11-10T15:14:30.171307,Packaging Material,1077.42,0.0,0.0,0.0,0.0,0.0,False
630,Printech Solutions,,EXP-630,2025-11-11T11:16:30.171307,Printing & Stationery,660.37,0.0,0.0,0.0,0.0,0.0,False
631,City Logistics,,EXP-631,2025-11-29T18:13:30.171307,Transportation & Fuel,1336.99,0.0,0.0,0.0,0.0,0.0,False
632,Prime Properties Ltd,,RENT-12-2025,2025-12-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
633,Store Employees Salaries,,SAL-12-2025,2025-12-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
634,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-12-2025,2025-12-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
635,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-12-2025,2025-12-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
636,City Logistics,,EXP-636,2025-12-01T18:03:30.171307,Transportation & Fuel,1323.61,0.0,0.0,0.0,0.0,0.0,False
637,Local Carton Wholesalers,,EXP-637,2025-12-05T09:02:30.171307,Packaging Material,1188.39,0.0,0.0,0.0,0.0,0.0,False
638,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-12-2025,2025-12-10T14:00:00.171307,Electricity Bill,7217.17,18.0,1100.92,550.46,550.46,0.0,True
639,Google Ads India,,EXP-639,2025-12-14T17:34:30.171307,Marketing,2713.23,0.0,0.0,0.0,0.0,0.0,False
640,HDFC Bank Corp,,EXP-640,2025-12-16T12:26:30.171307,Banking Charges,341.25,0.0,0.0,0.0,0.0,0.0,False
641,Local Carton Wholesalers,,EXP-641,2025-12-17T17:39:30.171307,Packaging Material,1178.82,0.0,0.0,0.0,0.0,0.0,False
642,Local Carton Wholesalers,,EXP-642,2025-12-19T16:04:30.171307,Packaging Material,692.02,0.0,0.0,0.0,0.0,0.0,False
643,Local Handyman Services,,EXP-643,2025-12-22T11:06:30.171307,Repairs & Maintenance,2035.91,0.0,0.0,0.0,0.0,0.0,False
644,Prime Properties Ltd,,RENT-1-2026,2026-01-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
645,Store Employees Salaries,,SAL-1-2026,2026-01-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
646,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-1-2026,2026-01-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
647,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-1-2026,2026-01-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
648,Local Carton Wholesalers,,EXP-648,2026-01-01T17:55:30.171307,Packaging Material,491.94,0.0,0.0,0.0,0.0,0.0,False
649,City Logistics,,EXP-649,2026-01-02T16:15:30.171307,Transportation & Fuel,1450.48,0.0,0.0,0.0,0.0,0.0,False
650,HDFC Bank Corp,,EXP-650,2026-01-06T10:54:30.171307,Banking Charges,135.27,0.0,0.0,0.0,0.0,0.0,False
651,Speedy Delivery Partners,,EXP-651,2026-01-08T18:40:30.171307,Delivery Charges,306.32,0.0,0.0,0.0,0.0,0.0,False
652,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-1-2026,2026-01-10T14:00:00.171307,Electricity Bill,6957.52,18.0,1061.32,530.66,530.66,0.0,True
653,Local Carton Wholesalers,,EXP-653,2026-01-10T15:22:30.171307,Packaging Material,1117.38,0.0,0.0,0.0,0.0,0.0,False
654,Google Ads India,,EXP-654,2026-01-11T09:10:30.171307,Marketing,2358.35,0.0,0.0,0.0,0.0,0.0,False
655,HDFC Bank Corp,,EXP-655,2026-01-14T17:52:30.171307,Banking Charges,282.5,0.0,0.0,0.0,0.0,0.0,False
656,Speedy Delivery Partners,,EXP-656,2026-01-16T17:38:30.171307,Delivery Charges,363.23,0.0,0.0,0.0,0.0,0.0,False
657,Speedy Delivery Partners,,EXP-657,2026-01-17T11:21:30.171307,Delivery Charges,954.74,0.0,0.0,0.0,0.0,0.0,False
658,Local Carton Wholesalers,,EXP-658,2026-01-18T17:12:30.171307,Packaging Material,1011.6,0.0,0.0,0.0,0.0,0.0,False
659,Local Carton Wholesalers,,EXP-659,2026-01-21T10:10:30.171307,Packaging Material,1435.32,0.0,0.0,0.0,0.0,0.0,False
660,Local Carton Wholesalers,,EXP-660,2026-01-22T17:45:30.171307,Packaging Material,1401.05,0.0,0.0,0.0,0.0,0.0,False
661,Google Ads India,,EXP-661,2026-01-24T09:58:30.171307,Marketing,3090.17,0.0,0.0,0.0,0.0,0.0,False
662,Speedy Delivery Partners,,EXP-662,2026-01-25T11:38:30.171307,Delivery Charges,952.09,0.0,0.0,0.0,0.0,0.0,False
663,City Logistics,,EXP-663,2026-01-27T15:01:30.171307,Transportation & Fuel,1009.52,0.0,0.0,0.0,0.0,0.0,False
664,City Logistics,,EXP-664,2026-01-28T15:45:30.171307,Transportation & Fuel,1247.6,0.0,0.0,0.0,0.0,0.0,False
665,Speedy Delivery Partners,,EXP-665,2026-01-29T09:44:30.171307,Delivery Charges,359.99,0.0,0.0,0.0,0.0,0.0,False
666,Prime Properties Ltd,,RENT-2-2026,2026-02-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
667,Store Employees Salaries,,SAL-2-2026,2026-02-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
668,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-2-2026,2026-02-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
669,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-2-2026,2026-02-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
670,HDFC Bank Corp,,EXP-670,2026-02-01T14:11:30.171307,Banking Charges,115.68,0.0,0.0,0.0,0.0,0.0,False
671,Local Carton Wholesalers,,EXP-671,2026-02-02T18:26:30.171307,Packaging Material,424.78,0.0,0.0,0.0,0.0,0.0,False
672,Local Carton Wholesalers,,EXP-672,2026-02-03T16:02:30.171307,Packaging Material,643.44,0.0,0.0,0.0,0.0,0.0,False
673,Local Carton Wholesalers,,EXP-673,2026-02-07T12:25:30.171307,Packaging Material,594.03,0.0,0.0,0.0,0.0,0.0,False
674,Local Handyman Services,,EXP-674,2026-02-08T10:58:30.171307,Repairs & Maintenance,807.89,0.0,0.0,0.0,0.0,0.0,False
675,Google Ads India,,EXP-675,2026-02-09T14:07:30.171307,Marketing,4143.24,0.0,0.0,0.0,0.0,0.0,False
676,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-2-2026,2026-02-10T14:00:00.171307,Electricity Bill,7072.32,18.0,1078.83,539.41,539.41,0.0,True
677,HDFC Bank Corp,,EXP-677,2026-02-13T15:00:30.171307,Banking Charges,484.15,0.0,0.0,0.0,0.0,0.0,False
678,Printech Solutions,,EXP-678,2026-02-16T10:14:30.171307,Printing & Stationery,552.84,0.0,0.0,0.0,0.0,0.0,False
679,Google Ads India,,EXP-679,2026-02-18T14:47:30.171307,Marketing,2879.67,0.0,0.0,0.0,0.0,0.0,False
680,Local Carton Wholesalers,,EXP-680,2026-02-19T18:29:30.171307,Packaging Material,1003.66,0.0,0.0,0.0,0.0,0.0,False
681,Speedy Delivery Partners,,EXP-681,2026-02-20T17:40:30.171307,Delivery Charges,379.07,0.0,0.0,0.0,0.0,0.0,False
682,HDFC Bank Corp,,EXP-682,2026-02-22T10:05:30.171307,Banking Charges,474.05,0.0,0.0,0.0,0.0,0.0,False
683,Local Carton Wholesalers,,EXP-683,2026-02-23T16:26:30.171307,Packaging Material,1291.72,0.0,0.0,0.0,0.0,0.0,False
684,Prime Properties Ltd,,RENT-3-2026,2026-03-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
685,Store Employees Salaries,,SAL-3-2026,2026-03-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
686,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-3-2026,2026-03-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
687,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-3-2026,2026-03-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
688,Local Carton Wholesalers,,EXP-688,2026-03-01T11:08:30.171307,Packaging Material,464.38,0.0,0.0,0.0,0.0,0.0,False
689,City Logistics,,EXP-689,2026-03-03T13:11:30.171307,Transportation & Fuel,1517.62,0.0,0.0,0.0,0.0,0.0,False
690,Google Ads India,,EXP-690,2026-03-04T13:38:30.171307,Marketing,3512.75,0.0,0.0,0.0,0.0,0.0,False
691,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-3-2026,2026-03-10T14:00:00.171307,Electricity Bill,7531.32,18.0,1148.85,574.42,574.42,0.0,True
692,City Logistics,,EXP-692,2026-03-12T10:36:30.171307,Transportation & Fuel,846.37,0.0,0.0,0.0,0.0,0.0,False
693,City Logistics,,EXP-693,2026-03-13T17:44:30.171307,Transportation & Fuel,1291.0,0.0,0.0,0.0,0.0,0.0,False
694,Local Carton Wholesalers,,EXP-694,2026-03-16T11:32:30.171307,Packaging Material,952.06,0.0,0.0,0.0,0.0,0.0,False
695,Printech Solutions,,EXP-695,2026-03-19T16:27:30.171307,Printing & Stationery,461.77,0.0,0.0,0.0,0.0,0.0,False
696,City Logistics,,EXP-696,2026-03-21T13:32:30.171307,Transportation & Fuel,1077.16,0.0,0.0,0.0,0.0,0.0,False
697,Printech Solutions,,EXP-697,2026-03-30T14:18:30.171307,Printing & Stationery,257.73,0.0,0.0,0.0,0.0,0.0,False
698,Prime Properties Ltd,,RENT-4-2026,2026-04-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
699,Store Employees Salaries,,SAL-4-2026,2026-04-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
700,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-4-2026,2026-04-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
701,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-4-2026,2026-04-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
702,Google Ads India,,EXP-702,2026-04-02T11:27:30.171307,Marketing,3460.39,0.0,0.0,0.0,0.0,0.0,False
703,HDFC Bank Corp,,EXP-703,2026-04-08T12:22:30.171307,Banking Charges,169.92,0.0,0.0,0.0,0.0,0.0,False
704,HDFC Bank Corp,,EXP-704,2026-04-09T09:35:30.171307,Banking Charges,366.7,0.0,0.0,0.0,0.0,0.0,False
705,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-4-2026,2026-04-10T14:00:00.171307,Electricity Bill,7054.77,18.0,1076.15,538.08,538.08,0.0,True
706,Printech Solutions,,EXP-706,2026-04-14T11:17:30.171307,Printing & Stationery,743.49,0.0,0.0,0.0,0.0,0.0,False
707,Local Carton Wholesalers,,EXP-707,2026-04-22T09:11:30.171307,Packaging Material,1117.67,0.0,0.0,0.0,0.0,0.0,False
708,HDFC Bank Corp,,EXP-708,2026-04-25T09:38:30.171307,Banking Charges,111.99,0.0,0.0,0.0,0.0,0.0,False
709,Google Ads India,,EXP-709,2026-04-27T15:04:30.171307,Marketing,1361.49,0.0,0.0,0.0,0.0,0.0,False
710,HDFC Bank Corp,,EXP-710,2026-04-28T17:06:30.171307,Banking Charges,195.37,0.0,0.0,0.0,0.0,0.0,False
711,Local Handyman Services,,EXP-711,2026-04-29T14:35:30.171307,Repairs & Maintenance,567.76,0.0,0.0,0.0,0.0,0.0,False
712,Prime Properties Ltd,,RENT-5-2026,2026-05-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
713,Store Employees Salaries,,SAL-5-2026,2026-05-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
714,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-5-2026,2026-05-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
715,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-5-2026,2026-05-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
716,Speedy Delivery Partners,,EXP-716,2026-05-01T16:22:30.171307,Delivery Charges,893.69,0.0,0.0,0.0,0.0,0.0,False
717,Printech Solutions,,EXP-717,2026-05-06T15:05:30.171307,Printing & Stationery,399.87,0.0,0.0,0.0,0.0,0.0,False
718,Google Ads India,,EXP-718,2026-05-07T12:51:30.171307,Marketing,1137.83,0.0,0.0,0.0,0.0,0.0,False
719,HDFC Bank Corp,,EXP-719,2026-05-08T16:33:30.171307,Banking Charges,165.07,0.0,0.0,0.0,0.0,0.0,False
720,Speedy Delivery Partners,,EXP-720,2026-05-09T12:04:30.171307,Delivery Charges,429.08,0.0,0.0,0.0,0.0,0.0,False
721,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-5-2026,2026-05-10T14:00:00.171307,Electricity Bill,8349.96,18.0,1273.72,636.86,636.86,0.0,True
722,City Logistics,,EXP-722,2026-05-12T09:35:30.171307,Transportation & Fuel,1082.38,0.0,0.0,0.0,0.0,0.0,False
723,City Logistics,,EXP-723,2026-05-13T12:23:30.171307,Transportation & Fuel,1058.0,0.0,0.0,0.0,0.0,0.0,False
724,Printech Solutions,,EXP-724,2026-05-22T18:44:30.171307,Printing & Stationery,388.26,0.0,0.0,0.0,0.0,0.0,False
725,City Logistics,,EXP-725,2026-05-23T09:40:30.171307,Transportation & Fuel,1520.02,0.0,0.0,0.0,0.0,0.0,False
726,Speedy Delivery Partners,,EXP-726,2026-05-26T09:56:30.171307,Delivery Charges,773.54,0.0,0.0,0.0,0.0,0.0,False
727,Printech Solutions,,EXP-727,2026-05-27T10:13:30.171307,Printing & Stationery,494.07,0.0,0.0,0.0,0.0,0.0,False
728,Local Carton Wholesalers,,EXP-728,2026-05-29T12:15:30.171307,Packaging Material,1267.76,0.0,0.0,0.0,0.0,0.0,False
729,Printech Solutions,,EXP-729,2026-05-30T16:20:30.171307,Printing & Stationery,703.58,0.0,0.0,0.0,0.0,0.0,False
730,Prime Properties Ltd,,RENT-6-2026,2026-06-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
731,Store Employees Salaries,,SAL-6-2026,2026-06-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
732,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-6-2026,2026-06-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
733,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-6-2026,2026-06-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
734,Local Carton Wholesalers,,EXP-734,2026-06-06T16:46:30.171307,Packaging Material,513.87,0.0,0.0,0.0,0.0,0.0,False
735,Printech Solutions,,EXP-735,2026-06-08T15:06:30.171307,Printing & Stationery,276.81,0.0,0.0,0.0,0.0,0.0,False
736,Google Ads India,,EXP-736,2026-06-09T15:36:30.171307,Marketing,1044.16,0.0,0.0,0.0,0.0,0.0,False
737,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-6-2026,2026-06-10T14:00:00.171307,Electricity Bill,6308.32,18.0,962.29,481.14,481.14,0.0,True
738,City Logistics,,EXP-738,2026-06-11T09:11:30.171307,Transportation & Fuel,1164.56,0.0,0.0,0.0,0.0,0.0,False
739,City Logistics,,EXP-739,2026-06-12T13:32:30.171307,Transportation & Fuel,879.18,0.0,0.0,0.0,0.0,0.0,False
740,HDFC Bank Corp,,EXP-740,2026-06-14T09:32:30.171307,Banking Charges,164.11,0.0,0.0,0.0,0.0,0.0,False
741,Printech Solutions,,EXP-741,2026-06-15T14:43:30.171307,Printing & Stationery,437.2,0.0,0.0,0.0,0.0,0.0,False
742,Google Ads India,,EXP-742,2026-06-17T17:24:30.171307,Marketing,3769.39,0.0,0.0,0.0,0.0,0.0,False
743,Local Handyman Services,,EXP-743,2026-06-21T10:27:30.171307,Repairs & Maintenance,1489.52,0.0,0.0,0.0,0.0,0.0,False
744,Printech Solutions,,EXP-744,2026-06-22T16:31:30.171307,Printing & Stationery,643.31,0.0,0.0,0.0,0.0,0.0,False
745,Prime Properties Ltd,,RENT-7-2026,2026-07-01T10:00:00.171307,Rent,30000.0,0.0,0.0,0.0,0.0,0.0,False
746,Store Employees Salaries,,SAL-7-2026,2026-07-01T10:00:00.171307,Payroll,45000.0,0.0,0.0,0.0,0.0,0.0,False
747,TEGL SaaS Solutions,27SaaS1234F1ZN,SAAS-7-2026,2026-07-01T10:00:00.171307,Software Subscription,2000.0,18.0,305.08,152.54,152.54,0.0,True
748,Jio Fiber Corp,27AAACJ8898F1ZN,JIO-7-2026,2026-07-01T11:00:00.171307,Internet Bill,1500.0,18.0,228.81,114.4,114.4,0.0,True
749,Google Ads India,,EXP-749,2026-07-01T12:42:30.171307,Marketing,3755.86,0.0,0.0,0.0,0.0,0.0,False
750,HDFC Bank Corp,,EXP-750,2026-07-06T17:55:30.171307,Banking Charges,462.95,0.0,0.0,0.0,0.0,0.0,False
751,Local Handyman Services,,EXP-751,2026-07-07T09:12:30.171307,Repairs & Maintenance,1243.83,0.0,0.0,0.0,0.0,0.0,False
752,HDFC Bank Corp,,EXP-752,2026-07-08T17:57:30.171307,Banking Charges,266.78,0.0,0.0,0.0,0.0,0.0,False
753,Adani Electricity Ltd,27MUDEL9990A1Z2,ADANI-7-2026,2026-07-10T14:00:00.171307,Electricity Bill,7634.1,18.0,1164.52,582.26,582.26,0.0,True
754,Printech Solutions,,EXP-754,2026-07-10T17:03:30.171307,Printing & Stationery,630.63,0.0,0.0,0.0,0.0,0.0,False
755,Google Ads India,,EXP-755,2026-07-11T17:49:30.171307,Marketing,3650.48,0.0,0.0,0.0,0.0,0.0,False
756,HDFC Bank Corp,,EXP-756,2026-07-13T15:56:30.171307,Banking Charges,422.08,0.0,0.0,0.0,0.0,0.0,False
757,HDFC Bank Corp,,EXP-757,2026-07-14T13:20:30.171307,Banking Charges,444.08,0.0,0.0,0.0,0.0,0.0,False
758,Printech Solutions,,EXP-758,2026-07-16T16:19:30.171307,Printing & Stationery,244.84,0.0,0.0,0.0,0.0,0.0,False
759,City Logistics,,EXP-759,2026-07-17T13:24:30.171307,Transportation & Fuel,1597.23,0.0,0.0,0.0,0.0,0.0,False
760,City Logistics,,EXP-760,2026-07-19T15:56:30.171307,Transportation & Fuel,784.45,0.0,0.0,0.0,0.0,0.0,False
761,Local Carton Wholesalers,,EXP-761,2026-07-23T16:19:30.171307,Packaging Material,1215.9,0.0,0.0,0.0,0.0,0.0,False
762,Local Carton Wholesalers,,EXP-762,2026-07-24T09:51:30.171307,Packaging Material,771.9,0.0,0.0,0.0,0.0,0.0,False
763,City Logistics,,EXP-763,2026-07-25T11:39:30.171307,Transportation & Fuel,1084.27,0.0,0.0,0.0,0.0,0.0,False
